Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;;;Maison 4P+;8,1;9,2;10,4;11,8;13,0;10,3;700;909;1100;1260;1450;1098;107;132;2120;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 1P;11,3;12,6;14,6;17,5;19,4;14,5;325;350;395;430;468;395;27;2181;11877;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 1P;11,3;12,6;14,6;17,5;19,4;14,5;325;350;395;430;468;395;27;2181;11877;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 2P;9,6;10,8;11,8;13,1;14,7;11,7;440;467;507;551;609;517;44;4546;21692;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 2P;9,6;10,8;11,8;13,1;14,7;11,7;440;467;507;551;609;517;44;4546;21692;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 3P;8,6;9,4;10,3;11,3;12,6;10,4;547;610;660;725;830;680;66;3046;13023;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 3P;8,6;9,4;10,3;11,3;12,6;10,4;547;610;660;725;830;680;66;3046;13023;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 4P+;7,5;8,7;9,5;10,6;11,5;9,6;645;700;820;970;1237;886;92;668;5820;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Appart 4P+;7,5;8,7;9,5;10,6;11,5;9,6;645;700;820;970;1237;886;92;668;5820;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 1P;11,3;12,6;14,6;17,5;19,4;14,5;325;350;395;430;468;396;27;2185;11981;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 1P;11,3;12,6;14,6;17,5;19,4;14,5;325;350;395;430;468;396;27;2185;11981;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 2P;9,6;10,8;11,8;13,2;14,8;11,8;440;466;505;550;603;516;44;4562;22060;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 2P;9,6;10,8;11,8;13,2;14,8;11,8;440;466;505;550;603;516;44;4562;22060;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 3P;8,5;9,4;10,3;11,3;12,7;10,4;540;600;660;725;844;679;66;3075;13647;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;;Ensemble 3P;8,5;9,4;10,3;11,3;12,7;10,4;540;600;660;725;844;679;66;3075;13647;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;;9,5;10,7;12,0;14,4;17,3;11,8;372;450;530;658;859;588;50;3892;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;;9,5;10,7;12,0;14,4;17,3;11,8;372;450;530;658;859;588;50;3892;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8,6;9,1;9,7;11,3;12,2;10,2;645;759;939;1165;1400;1008;99;228;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8,6;9,1;9,7;11,3;12,2;10,2;645;759;939;1165;1400;1008;99;228;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;11,7;12,9;15,2;18,4;20,6;15,1;324;350;395;429;476;395;26;888;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;11,7;12,9;15,2;18,4;20,6;15,1;324;350;395;429;476;395;26;888;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;10,2;11,1;12,2;13,6;15,1;12,3;450;475;510;557;620;527;43;1636;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;10,2;11,1;12,2;13,6;15,1;12,3;450;475;510;557;620;527;43;1636;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,2;9,9;10,7;11,8;13,8;11,0;594;617;671;752;854;704;64;1140;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,2;9,9;10,7;11,8;13,8;11,0;594;617;671;752;854;704;64;1140;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;;8,6;9,7;11,2;12,9;15,1;10,8;390;450;532;670;835;588;54;6730;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;;8,6;9,7;11,2;12,9;15,1;10,8;390;450;532;670;835;588;54;6730;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;7,3;8,4;9,6;10,7;11,8;9,6;647;700;846;1000;1297;905;95;572;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;7,3;8,4;9,6;10,7;11,8;9,6;647;700;846;1000;1297;905;95;572;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 1P;11,1;12,5;14,2;16,9;18,5;14,2;325;353;397;430;467;396;28;1297;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 1P;11,1;12,5;14,2;16,9;18,5;14,2;325;353;397;430;467;396;28;1297;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 2P;9,4;10,5;11,6;12,9;14,5;11,5;435;460;505;549;595;510;44;2926;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 2P;9,4;10,5;11,6;12,9;14,5;11,5;435;460;505;549;595;510;44;2926;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 3P;8,3;9,1;10,0;11,0;12,0;10,0;520;590;650;715;813;665;66;1935;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;;2. 1 an et plus;Ensemble 3P;8,3;9,1;10,0;11,0;12,0;10,0;520;590;650;715;813;665;66;1935;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;;8,7;9,9;11,8;14,4;17,2;11,2;375;431;505;675;901;593;53;1172;7825;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;;8,7;9,9;11,8;14,4;17,2;11,2;375;431;505;675;901;593;53;1172;7825;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 4P+;7,0;8,2;9,6;10,9;11,8;9,5;590;700;904;1316;1550;1016;107;154;1435;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 4P+;7,0;8,2;9,6;10,9;11,8;9,5;590;700;904;1316;1550;1016;107;154;1435;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 1P;10,6;13,3;16,2;17,7;19,2;14,9;332;350;395;425;485;400;27;323;1854;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 1P;10,6;13,3;16,2;17,7;19,2;14,9;332;350;395;425;485;400;27;323;1854;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 2P;9,4;10,7;12,0;13,9;15,9;11,9;420;450;500;550;610;509;43;466;3037;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 2P;9,4;10,7;12,0;13,9;15,9;11,9;420;450;500;550;610;509;43;466;3037;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 3P;8,0;9,0;10,7;11,8;13,9;10,4;500;577;667;835;960;698;67;229;1499;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;;Ensemble 3P;8,0;9,0;10,7;11,8;13,9;10,4;500;577;667;835;960;698;67;229;1499;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;10,1;11,3;13,0;15,8;17,7;12,5;370;420;520;660;910;590;47;420;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;10,1;11,3;13,0;15,8;17,7;12,5;370;420;520;660;910;590;47;420;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 1P;12,0;14,0;17,2;18,3;19,2;15,9;344;355;400;425;490;404;26;144;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 1P;12,0;14,0;17,2;18,3;19,2;15,9;344;355;400;425;490;404;26;144;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 2P;10,1;11,1;12,5;14,4;16,1;12,4;434;476;527;600;620;528;42;157;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 2P;10,1;11,1;12,5;14,4;16,1;12,4;434;476;527;600;620;528;42;157;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 3P;9,8;11,0;11,6;12,7;14,7;11,8;570;636;752;960;1050;792;67;77;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 3P;9,8;11,0;11,6;12,7;14,7;11,8;570;636;752;960;1050;792;67;77;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;31;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;31;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;;8,1;9,3;10,9;13,4;16,4;10,5;380;438;503;678;901;595;57;752;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;;8,1;9,3;10,9;13,4;16,4;10,5;380;438;503;678;901;595;57;752;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;35;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;35;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 1P;9,7;12,5;14,4;17,0;18,5;14,0;325;350;388;430;485;396;28;176;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 1P;9,7;12,5;14,4;17,0;18,5;14,0;325;350;388;430;485;396;28;176;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 2P;9,2;10,0;11,4;13,9;14,9;11,6;400;450;499;545;590;502;43;300;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 2P;9,2;10,0;11,4;13,9;14,9;11,6;400;450;499;545;590;502;43;300;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 3P;8,0;8,9;9,4;10,8;11,8;9,5;500;531;643;711;870;659;69;135;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 3P;8,0;8,9;9,4;10,8;11,8;9,5;500;531;643;711;870;659;69;135;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 4P+;5,7;7,5;9,6;10,3;11,2;9,0;460;690;900;1237;1600;957;107;84;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 4P+;5,7;7,5;9,6;10,3;11,2;9,0;460;690;900;1237;1600;957;107;84;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;;8,5;9,3;10,4;12,6;14,3;10,4;402;458;565;677;830;605;58;1084;9493;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;;8,5;9,3;10,4;12,6;14,3;10,4;402;458;565;677;830;605;58;1084;9493;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7,5;8,7;9,4;9,9;12,0;9,5;625;653;750;1030;1199;853;90;214;1905;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7,5;8,7;9,4;9,9;12,0;9,5;625;653;750;1030;1199;853;90;214;1905;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;10,7;11,3;13,3;15,8;16,8;13,2;298;340;380;429;450;373;28;174;1544;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;10,7;11,3;13,3;15,8;16,8;13,2;298;340;380;429;450;373;28;174;1544;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;8,9;9,9;11,0;12,9;14,1;11,0;435;450;490;530;614;495;45;332;3399;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;8,9;9,9;11,0;12,9;14,1;11,0;435;450;490;530;614;495;45;332;3399;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,3;9,2;9,9;11,3;13,4;10,3;516;560;616;678;800;633;62;364;2645;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,3;9,2;9,9;11,3;13,4;10,3;516;560;616;678;800;633;62;364;2645;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;8,8;9,4;10,7;13,0;15,4;10,7;391;455;600;721;845;620;58;363;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;8,8;9,4;10,7;13,0;15,4;10,7;391;455;600;721;845;620;58;363;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 1P;10,7;11,3;13,1;15,8;17,9;13,4;316;340;370;429;449;384;29;72;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 1P;10,7;11,3;13,1;15,8;17,9;13,4;316;340;370;429;449;384;29;72;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 2P;9,4;9,8;10,8;12,4;12,9;10,8;450;450;475;525;620;498;46;97;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 2P;9,4;9,8;10,8;12,4;12,9;10,8;450;450;475;525;620;498;46;97;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 3P;9,1;9,6;11,2;13,8;14,8;11,4;572;600;663;800;830;696;61;125;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 3P;9,1;9,6;11,2;13,8;14,8;11,4;572;600;663;800;830;696;61;125;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 4P+;6,8;8,5;9,1;9,4;10,7;9,0;640;645;750;1045;1124;831;92;61;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 4P+;6,8;8,5;9,1;9,4;10,7;9,0;640;645;750;1045;1124;831;92;61;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;8,4;9,2;10,2;11,9;13,7;10,2;412;458;548;661;797;596;59;721;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;8,4;9,2;10,2;11,9;13,7;10,2;412;458;548;661;797;596;59;721;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;13;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;13;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 1P;10,5;11,3;13,3;14,3;16,7;13,1;210;340;388;405;455;362;28;102;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 1P;10,5;11,3;13,3;14,3;16,7;13,1;210;340;388;405;455;362;28;102;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 2P;8,6;10,0;11,0;12,9;13,9;11,0;435;445;484;530;605;494;45;232;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 2P;8,6;10,0;11,0;12,9;13,9;11,0;435;445;484;530;605;494;45;232;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 3P;8,1;8,6;9,6;10,5;11,3;9,6;500;520;605;650;681;597;62;234;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 3P;8,1;8,6;9,6;10,5;11,3;9,6;500;520;605;650;681;597;62;234;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 4P+;7,9;8,7;9,4;9,9;12,2;9,6;595;691;744;840;1200;813;85;135;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 4P+;7,9;8,7;9,4;9,9;12,2;9,6;595;691;744;840;1200;813;85;135;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;;8,3;9,6;11,1;13,7;16,2;10,9;380;450;525;640;776;568;52;1007;13378;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;;8,3;9,6;11,1;13,7;16,2;10,9;380;450;525;640;776;568;52;1007;13378;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;7,0;8,2;8,7;10,1;11,3;9,2;647;680;764;940;1200;850;93;101;2177;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;7,0;8,2;8,7;10,1;11,3;9,2;647;680;764;940;1200;850;93;101;2177;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;11,5;13,0;14,6;16,9;20,0;14,6;325;363;410;430;460;400;27;272;3265;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;11,5;13,0;14,6;16,9;20,0;14,6;325;363;410;430;460;400;27;272;3265;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;8,9;10,3;11,3;13,2;14,9;11,3;445;467;510;564;610;517;46;378;4954;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;8,9;10,3;11,3;13,2;14,9;11,3;445;467;510;564;610;517;46;378;4954;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;7,9;8,7;9,6;10,6;12,0;9,9;525;590;648;750;903;685;69;256;2982;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;7,9;8,7;9,6;10,6;12,0;9,9;525;590;648;750;903;685;69;256;2982;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;9,9;10,8;12,2;14,5;18,0;12,2;380;419;515;630;787;561;46;334;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;9,9;10,8;12,2;14,5;18,0;12,2;380;419;515;630;787;561;46;334;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;5;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 1P;11,8;13,5;14,8;19,2;21,1;15,1;345;378;405;418;450;401;27;105;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 1P;11,8;13,5;14,8;19,2;21,1;15,1;345;378;405;418;450;401;27;105;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 2P;10,2;11,0;11,8;14,2;14,9;12,2;450;490;550;610;639;546;45;115;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 2P;10,2;11,0;11,8;14,2;14,9;12,2;450;490;550;610;639;546;45;115;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 3P;8,5;9,8;10,6;12,4;13,4;10,9;570;632;750;810;900;735;67;83;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 3P;8,5;9,8;10,6;12,4;13,4;10,9;570;632;750;810;900;735;67;83;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;26;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;26;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;8,1;8,9;10,4;13,0;15,5;10,3;393;450;530;649;775;571;55;673;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;8,1;8,9;10,4;13,0;15,5;10,3;393;450;530;649;775;571;55;673;;Estimation directe
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B4400;2020;Agglomération de Nantes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;18;;Estimation directe,,,,,,
